timestamp,anomaly,flask_active_requests,flask_active_users,rate(request_processing_seconds_sum[30s]) / rate(request_processing_seconds_count[30s]),process_virtual_memory_bytes,process_resident_memory_bytes,process_cpu_seconds_total,system_cpu_usage_percent,system_memory_usage_percent,system_disk_usage_percent,rate(network_packet_recieved[30s])/rate(network_packet_sent[30s])
2025-04-15 01:17:08,0,1.0,0.0,1.1799643123333348,192397312.0,38301696.0,4.8,0.02,0.75,0.8,0.012983311362650398
2025-04-15 01:17:13,0,1.0,0.0,1.092401121692308,192397312.0,38301696.0,4.88,0.02,0.75,0.8,0.012707548237542913
2025-04-15 01:17:18,0,1.0,0.0,1.0173469582857138,192397312.0,38301696.0,4.88,0.02,0.75,0.8,0.012431746963329385
2025-04-15 01:17:24,0,1.0,0.0,1.0962606754615387,192397312.0,38301696.0,4.98,0.48,0.76,0.8,0.012284264927436735
2025-04-15 01:17:29,0,1.0,0.0,1.1883266788333342,192397312.0,38301696.0,4.98,0.48,0.76,0.8,0.012161181131976454
2025-04-15 01:17:34,0,1.0,0.0,1.190341649750001,192397312.0,38301696.0,5.039999999999999,0.45,0.75,0.8,0.012350271202379828
2025-04-15 01:17:39,0,1.0,0.0,1.1923566206666674,192397312.0,38301696.0,5.039999999999999,0.45,0.75,0.8,0.012576967602301897
2025-04-15 01:17:44,0,1.0,0.0,1.1923566206666671,192397312.0,38301696.0,5.039999999999999,0.45,0.75,0.8,0.01271169117068952
2025-04-15 01:17:49,0,1.0,0.0,1.1869465884999832,192397312.0,38301696.0,5.13,0.44,0.75,0.8,0.012846336519940223
2025-04-15 01:17:55,0,1.0,0.0,1.186946588499983,192397312.0,38301696.0,5.13,0.44,0.75,0.8,0.012846336519940223
2025-04-15 01:18:00,0,1.0,0.0,1.1901172833333267,192397312.0,38301696.0,5.24,0.03,0.75,0.8,0.012713623686804084
2025-04-15 01:18:05,0,1.0,0.0,1.190117283333327,192397312.0,38301696.0,5.24,0.03,0.75,0.8,0.012713623686804084
2025-04-15 01:18:10,0,1.0,0.0,1.0241197808571445,192397312.0,38301696.0,5.37,0.03,0.75,0.8,0.012159819771601084
2025-04-15 01:18:15,0,1.0,0.0,1.0241197808571445,192397312.0,38301696.0,5.37,0.03,0.75,0.8,0.012159819771601084
2025-04-15 01:18:20,0,1.0,0.0,1.1950172641666843,192397312.0,38301696.0,5.46,0.58,0.75,0.8,0.01298679518597636
2025-04-15 01:18:25,0,1.0,0.0,1.1950172641666843,192397312.0,38301696.0,5.46,0.58,0.75,0.8,0.012986795185976358
2025-04-15 01:18:31,0,1.0,0.0,1.1829044973333396,192397312.0,38301696.0,5.54,0.62,0.75,0.8,0.012988592263034195
2025-04-15 01:18:36,0,1.0,0.0,1.1829044973333398,192397312.0,38301696.0,5.54,0.62,0.75,0.8,0.012988592263034194
2025-04-15 01:18:41,0,1.0,0.0,1.1877081226666821,192397312.0,38301696.0,5.63,0.08,0.75,0.8,0.012713570368133666
2025-04-15 01:18:46,0,1.0,0.0,1.1877081226666824,192397312.0,38301696.0,5.63,0.08,0.75,0.8,0.012713570368133665
2025-04-15 01:18:51,0,1.0,0.0,1.1917832251666594,192397312.0,38301696.0,5.73,0.03,0.75,0.8,0.01298497138904609
2025-04-15 01:18:56,0,1.0,0.0,1.1917832251666596,192397312.0,38301696.0,5.73,0.03,0.75,0.8,0.012984971389046092
2025-04-15 01:19:02,0,1.0,0.0,1.0187068774285584,192397312.0,38301696.0,5.82,0.67,0.75,0.8,0.012627460176077472
2025-04-15 01:19:07,0,1.0,0.0,1.0187068774285584,192397312.0,38301696.0,5.82,0.67,0.75,0.8,0.012627460176077474
2025-04-15 01:19:12,0,1.0,0.0,1.3404315476666586,192397312.0,38301696.0,5.9,1.09,0.75,0.8,0.012704832152885462
2025-04-15 01:19:17,0,1.0,0.0,1.3404315476666586,192397312.0,38301696.0,5.9,1.09,0.75,0.8,0.01270483215288546
2025-04-15 01:19:22,0,1.0,0.0,1.0780003737142871,192397312.0,38301696.0,5.98,0.03,0.75,0.8,0.012975375837869056
2025-04-15 01:19:27,0,1.0,0.0,1.0780003737142871,192397312.0,38301696.0,5.98,0.03,0.75,0.8,0.012975375837869056
2025-04-15 01:19:33,0,1.0,0.0,1.6120036209999966,192397312.0,38301696.0,6.07,0.07,0.75,0.8,0.013008368124269651
2025-04-15 01:19:38,0,1.0,0.0,1.6120036209999966,192397312.0,38301696.0,6.07,0.07,0.75,0.8,0.013008368124269653
2025-04-15 01:19:43,0,1.0,0.0,1.0259765452857275,192397312.0,38301696.0,6.16,1.29,0.75,0.8,0.012861308604894577
2025-04-15 01:19:48,0,1.0,0.0,1.0259765452857275,192397312.0,38301696.0,6.16,1.29,0.75,0.8,0.012861308604894579
2025-04-15 01:19:53,0,1.0,0.0,1.2166868389999952,192397312.0,38301696.0,6.22,0.02,0.75,0.8,0.013265318958902043
2025-04-15 01:19:58,0,1.0,0.0,1.2166868389999954,192397312.0,38301696.0,6.22,0.02,0.75,0.8,0.013265318958902041
2025-04-15 01:20:03,0,1.0,0.0,1.1849855125000013,192397312.0,38301696.0,6.3100000000000005,0.45,0.76,0.8,0.013268991204338691
2025-04-15 01:20:09,0,1.0,0.0,1.1849855125000015,192397312.0,38301696.0,6.3100000000000005,0.45,0.76,0.8,0.013268991204338691
2025-04-15 01:20:14,0,1.0,0.0,1.1829221054999928,192397312.0,38301696.0,6.39,0.03,0.75,0.8,0.013121109876983046
2025-04-15 01:20:19,0,1.0,0.0,1.1808586984999843,192397312.0,38301696.0,6.39,0.03,0.75,0.8,0.013121109876983046
2025-04-15 01:20:24,0,1.0,0.0,1.18588290983332,192397312.0,38301696.0,6.470000000000001,0.03,0.75,0.8,0.012779043709947573
2025-04-15 01:20:29,0,1.0,0.0,1.190907121166655,192397312.0,38301696.0,6.470000000000001,0.03,0.75,0.8,0.012436778138446443
2025-04-15 01:20:34,0,1.0,0.0,1.0992117808461506,192397312.0,38301696.0,6.57,1.46,0.75,0.8,0.012602665511923076
2025-04-15 01:20:39,0,1.0,0.0,1.0206157748571465,192397312.0,38301696.0,6.57,1.46,0.75,0.8,0.012741082379618468
2025-04-15 01:20:44,0,1.0,0.0,1.0971914088461574,192397312.0,38301696.0,6.68,0.44,0.75,0.8,0.012914182619873137
2025-04-15 01:20:50,0,1.0,0.0,1.1865296485000034,192397312.0,38301696.0,6.68,0.44,0.75,0.8,0.013121522356466978
2025-04-15 01:20:55,0,1.0,0.0,1.1865296485000034,192397312.0,38301696.0,6.68,0.44,0.75,0.8,0.012774839266704108
2025-04-15 01:21:00,0,1.0,0.0,1.18912142516668,192397312.0,38301696.0,6.76,0.44,0.75,0.8,0.012428204123456429
2025-04-15 01:21:05,0,1.0,0.0,1.18912142516668,192397312.0,38301696.0,6.76,0.44,0.75,0.8,0.012428204123456429
2025-04-15 01:21:10,0,1.0,0.0,1.1863999453333256,192397312.0,38301696.0,6.869999999999999,0.03,0.75,0.8,0.012851993432461507
2025-04-15 01:21:15,0,1.0,0.0,1.1863999453333256,192397312.0,38301696.0,6.869999999999999,0.03,0.75,0.8,0.012851993432461505
2025-04-15 01:21:21,0,1.0,0.0,1.0232604874285665,192397312.0,38301696.0,6.98,0.03,0.75,0.8,0.012844505824980248
2025-04-15 01:21:26,0,1.0,0.0,1.0232604874285667,192397312.0,38301696.0,6.98,0.03,0.75,0.8,0.012844505824980248
2025-04-15 01:21:31,0,1.0,0.0,1.186087086666665,192397312.0,38301696.0,7.05,0.01,0.75,0.8,0.012166799967097837
2025-04-15 01:21:36,0,1.0,0.0,1.1860870866666648,192397312.0,38301696.0,7.05,0.01,0.75,0.8,0.012166799967097837
2025-04-15 01:21:41,0,1.0,0.0,1.190934394999999,192397312.0,38301696.0,7.15,0.43,0.75,0.8,0.013540227620051864
2025-04-15 01:21:46,0,1.0,0.0,1.1909343949999993,192397312.0,38301696.0,7.15,0.43,0.75,0.8,0.013540227620051864
2025-04-15 01:21:52,0,1.0,0.0,1.1885179368333354,192397312.0,38301696.0,7.25,0.37,0.76,0.8,0.012713597027412973
2025-04-15 01:21:57,0,1.0,0.0,1.1885179368333354,192397312.0,38301696.0,7.25,0.37,0.76,0.8,0.012713597027412973
2025-04-15 01:22:02,0,1.0,0.0,1.1861901765000196,192397312.0,38301696.0,7.32,0.03,0.75,0.8,0.012850215008900172
2025-04-15 01:22:07,0,1.0,0.0,1.1861901765000198,192397312.0,38301696.0,7.32,0.03,0.75,0.8,0.012850215008900174
2025-04-15 01:22:14,0,1.0,0.0,1.0163445725714104,192397312.0,38301696.0,7.4,0.5,0.75,0.8,0.012390680752816062
2025-04-15 01:22:19,0,1.0,0.0,1.0163445725714106,192397312.0,38301696.0,7.4,0.5,0.75,0.8,0.012390680752816064
2025-04-15 01:22:24,0,1.0,0.0,1.302709380833344,192397312.0,38301696.0,7.5,0.61,0.75,0.8,0.012573539586626803
2025-04-15 01:22:29,0,1.0,0.0,1.3027093808333443,192397312.0,38301696.0,7.5,0.61,0.75,0.8,0.012573539586626804
2025-04-15 01:22:34,0,1.0,0.0,1.3004185831666746,192397312.0,38301696.0,7.58,0.57,0.75,0.8,0.012433362751900852
2025-04-15 01:22:39,0,1.0,0.0,1.3004185831666746,192397312.0,38301696.0,7.58,0.57,0.75,0.8,0.012433362751900852
2025-04-15 01:22:45,0,1.0,0.0,1.3178036471666512,192397312.0,38301696.0,7.66,0.03,0.75,0.8,0.01284665963792919
2025-04-15 01:22:50,0,1.0,0.0,1.3178036471666514,192397312.0,38301696.0,7.66,0.03,0.75,0.8,0.012846659637929192
2025-04-15 01:22:55,0,1.0,0.0,1.334701265333327,192397312.0,38301696.0,7.74,0.49,0.75,0.8,0.012990389837510039
2025-04-15 01:23:00,0,1.0,0.0,1.3347012653333272,192397312.0,38301696.0,7.74,0.49,0.75,0.8,0.012990389837510039
2025-04-15 01:23:18,1,1.0,0.0,1.0142622618571489,192397312.0,38301696.0,7.97,0.02,0.75,0.8,0.013261704339660608
2025-04-15 01:23:24,1,1.0,0.0,1.107669896846145,192397312.0,38301696.0,8.040000000000001,105.11,1.25,0.8,0.013290376656713291
2025-04-15 01:23:29,1,1.0,0.0,1.2166454709999737,192397312.0,38301696.0,8.040000000000001,105.11,1.25,0.8,0.013319032516203635
2025-04-15 01:23:34,1,1.0,0.0,1.2078450869999908,192397312.0,38301696.0,8.12,93.93,1.25,0.8,0.0129092832836077
2025-04-15 01:23:40,1,1.0,0.0,1.1990447030000078,192397312.0,38301696.0,8.12,93.93,1.25,0.8,0.012567164805641842
2025-04-15 01:23:45,1,1.0,0.0,1.1992743529166792,192397312.0,38301696.0,8.18,104.22,1.25,0.8,0.013125125779834976
2025-04-15 01:23:51,1,1.0,0.0,1.1995040028333506,192397312.0,38301696.0,8.18,104.22,1.25,0.8,0.013125125779834977
2025-04-15 01:23:56,1,1.0,0.0,1.2268472591666562,192397312.0,38301696.0,8.26,114.37,1.25,0.8,0.013396252904826463
2025-04-15 01:24:02,1,1.0,0.0,1.2268472591666562,192397312.0,38301696.0,8.26,114.37,1.25,0.8,0.013396252904826463
2025-04-15 01:24:07,1,1.0,0.0,1.1908941398333277,192397312.0,38301696.0,8.32,94.82,1.25,0.8,0.013263427989250063
2025-04-15 01:24:12,1,1.0,0.0,1.1908941398333277,192397312.0,38301696.0,8.32,94.82,1.25,0.8,0.013263427989250062
2025-04-15 01:24:17,0,1.0,0.0,1.1965565296666605,192397312.0,38301696.0,8.39,110.27,1.25,0.8,0.013261648745519713
2025-04-15 01:24:23,0,1.0,0.0,1.2022189194999937,192397312.0,38301696.0,8.39,110.27,1.25,0.8,0.013261648745519715
2025-04-15 01:24:28,0,1.0,0.0,1.2036583277499915,192397312.0,38301696.0,8.48,0.01,0.75,0.8,0.012844828850881368
2025-04-15 01:24:33,0,1.0,0.0,1.2050977359999897,192397312.0,38301696.0,8.48,0.01,0.75,0.8,0.012844828850881366
2025-04-15 01:24:38,0,1.0,0.0,1.1086240263845972,192397312.0,38301696.0,8.59,0.01,0.75,0.8,0.01301465025681433
2025-04-15 01:24:43,0,1.0,0.0,1.0259322752856894,192397312.0,38301696.0,8.59,0.01,0.75,0.8,0.013184446041627813
2025-04-15 01:24:49,0,1.0,0.0,1.109257031769219,192397312.0,38301696.0,8.69,1.69,0.75,0.8,0.012286526021246545
2025-04-15 01:24:54,0,1.0,0.0,1.20646924766667,192397312.0,38301696.0,8.69,1.69,0.75,0.8,0.011536482309326856
2025-04-15 01:24:59,0,1.0,0.0,1.2064692476666703,192397312.0,38301696.0,8.69,1.69,0.75,0.8,0.011536482309326855
2025-04-15 01:25:04,0,1.0,0.0,1.1887117253333677,192397312.0,38301696.0,8.79,0.02,0.75,0.8,0.012850188066873814
2025-04-15 01:25:09,0,1.0,0.0,1.1887117253333677,192397312.0,38301696.0,8.79,0.02,0.75,0.8,0.012850188066873812
2025-04-15 01:25:14,0,1.0,0.0,1.328698702333308,192397312.0,38301696.0,8.87,0.03,0.75,0.8,0.01326348359830952
2025-04-15 01:25:19,0,1.0,0.0,1.328698702333308,192397312.0,38301696.0,8.87,0.03,0.75,0.8,0.01326348359830952
2025-04-15 01:25:25,0,1.0,0.0,1.0798489657142583,192397312.0,38301696.0,8.98,0.7,0.76,0.8,0.011934406263288403
2025-04-15 01:25:30,0,1.0,0.0,1.0798489657142585,192397312.0,38301696.0,8.98,0.7,0.76,0.8,0.011934406263288401
2025-04-15 01:25:35,0,1.0,0.0,1.3249158986666696,192397312.0,38301696.0,9.07,1.54,0.75,0.8,0.012846686565161983
2025-04-15 01:25:40,0,1.0,0.0,1.3249158986666696,192397312.0,38301696.0,9.07,1.54,0.75,0.8,0.012846686565161983
2025-04-15 01:25:45,0,1.0,0.0,1.347875112333308,192397312.0,38301696.0,9.16,0.63,0.75,0.8,0.01284841014288589
2025-04-15 01:25:51,0,1.0,0.0,1.3478751123333077,192397312.0,38301696.0,9.16,0.63,0.75,0.8,0.012848410142885892
2025-04-15 01:25:56,0,1.0,0.0,1.1967732416666952,192397312.0,38301696.0,9.25,0.51,0.75,0.8,0.012293303765125585
2025-04-15 01:26:01,0,1.0,0.0,1.1967732416666952,192397312.0,38301696.0,9.25,0.51,0.75,0.8,0.012293303765125585
2025-04-15 01:26:06,0,1.0,0.0,1.2145518916667015,192397312.0,38301696.0,9.32,0.02,0.75,0.8,0.01284663271080928
2025-04-15 01:26:11,0,1.0,0.0,1.2145518916667015,192397312.0,38301696.0,9.32,0.02,0.75,0.8,0.012846632710809281
2025-04-15 01:26:16,0,1.0,0.0,1.1807500373332878,192397312.0,38301696.0,9.42,0.02,0.75,0.8,0.01228987766699775
2025-04-15 01:26:22,0,1.0,0.0,1.1807500373332878,192397312.0,38301696.0,9.42,0.02,0.75,0.8,0.01228987766699775
2025-04-15 01:26:27,0,1.0,0.0,1.0226998095714472,192397312.0,38301696.0,9.5,0.03,0.75,0.8,0.012396383279931825
2025-04-15 01:26:32,0,1.0,0.0,1.0226998095714472,192397312.0,38301696.0,9.5,0.03,0.75,0.8,0.012396383279931823
2025-04-15 01:26:37,0,1.0,0.0,1.1875872320000365,192397312.0,38301696.0,9.600000000000001,0.79,0.75,0.8,0.012710105613577572
2025-04-15 01:26:42,0,1.0,0.0,1.1875872320000365,192397312.0,38301696.0,9.600000000000001,0.79,0.75,0.8,0.012710105613577572
2025-04-15 01:26:47,0,1.0,0.0,1.1815767654999831,192397312.0,38301696.0,9.68,0.52,0.75,0.8,0.01201793571567824
2025-04-15 01:26:53,0,1.0,0.0,1.1815767654999831,192397312.0,38301696.0,9.68,0.52,0.75,0.8,0.01201793571567824
2025-04-15 01:26:58,0,1.0,0.0,1.1878102736666658,192397312.0,38301696.0,9.79,0.04,0.75,0.8,0.012561266809098907
2025-04-15 01:27:03,0,1.0,0.0,1.1878102736666658,192397312.0,38301696.0,9.79,0.04,0.75,0.8,0.012561266809098907
2025-04-15 01:27:08,0,1.0,0.0,1.0220254502857125,192397312.0,38301696.0,9.91,0.03,0.75,0.8,0.012429923190577485
2025-04-15 01:27:13,0,1.0,0.0,1.0220254502857122,192397312.0,38301696.0,9.91,0.03,0.75,0.8,0.012429923190577485
2025-04-15 01:27:18,0,1.0,0.0,1.194815621499989,192397312.0,38301696.0,10.0,0.02,0.75,0.8,0.012283704925034044
2025-04-15 01:27:23,0,1.0,0.0,1.194815621499989,192397312.0,38301696.0,10.0,0.02,0.75,0.8,0.012283704925034042
2025-04-15 01:27:29,0,1.0,0.0,1.1956816186666972,192397312.0,38305792.0,10.11,1.19,0.75,0.8,0.012850215008900174
2025-04-15 01:27:34,0,1.0,0.0,1.195681618666697,192397312.0,38305792.0,10.11,1.19,0.75,0.8,0.012850215008900176
2025-04-15 01:27:39,0,1.0,0.0,1.1891818014999747,192397312.0,38305792.0,10.190000000000001,0.03,0.75,0.8,0.012433336687462266
2025-04-15 01:27:44,0,1.0,0.0,1.1891818014999747,192397312.0,38305792.0,10.190000000000001,0.03,0.75,0.8,0.012433336687462264
2025-04-15 01:27:49,0,1.0,0.0,1.1857304316666273,192397312.0,38305792.0,10.29,0.05,0.75,0.8,0.012291242725323734
2025-04-15 01:28:07,1,1.0,0.0,1.0220067857142763,192397312.0,38305792.0,10.38,0.38,0.75,0.8,0.012278031456113649
2025-04-15 01:28:13,1,1.0,0.0,1.3556513168333215,192397312.0,38305792.0,10.469999999999999,100.48,1.2,0.8,0.012986767961360435
2025-04-15 01:28:18,1,1.0,0.0,1.3556513168333215,192397312.0,38305792.0,10.469999999999999,100.48,1.2,0.8,0.012986767961360434
2025-04-15 01:28:24,1,1.0,0.0,1.273274274833322,192397312.0,38305792.0,10.53,99.92,1.25,0.8,0.013678184291784494
2025-04-15 01:28:29,1,1.0,0.0,1.2732742748333217,192397312.0,38305792.0,10.53,99.92,1.25,0.8,0.013678184291784494
2025-04-15 01:28:34,1,1.0,0.0,1.0999271312857348,192397312.0,38305792.0,10.66,97.09,1.25,0.8,0.012507522006241516
2025-04-15 01:28:40,1,1.0,0.0,1.0999271312857348,192397312.0,38305792.0,10.66,97.09,1.25,0.8,0.012507522006241516
2025-04-15 01:28:45,1,1.0,0.0,1.3340199791667071,192397312.0,38305792.0,10.74,105.68,1.25,0.8,0.012986740736858656
2025-04-15 01:28:51,1,1.0,0.0,1.3340199791667071,192397312.0,38305792.0,10.74,105.68,1.25,0.8,0.012986740736858656
2025-04-15 01:28:57,1,1.0,0.0,1.6318117869999924,192397312.0,41570304.0,10.85,97.68,1.25,0.8,0.01352821210061183
